id,Importance,difficult,category1,category2,original,question,explanation,notes1,notes2,notes3,notes4,notes5
1229,2,中級,給与,防衛省の職員の給与等に関する法律,防衛省の職員の給与等に関する法律第二十五条の二第3項　第一項の期末手当の支給については、一般職の国家公務員の例による。この場合において、一般職給与法第十九条の四第二項中「百分の百二十六・二五」とあるのは「百分の百七十五」と、同条第四項中「職員が受けるべき俸給、専門スタッフ職調整手当及び扶養手当の月額並びにこれらに対する地域手当及び広域異動手当の月額並びに俸給及び扶養手当の月額に対する研究員調整手当の月額の合計額」とあるのは「生徒が受けるべき生徒手当の月額」とする。,防衛省の一般職の職員の給与等に関する法律第二十五条の二第3項　第一項の期末手当の支給については、一般職の国家公務員の例による。この場合において、一般職給与法第十九条の四第二項中「百分の百二十六・二五」とあるのは「百分の百七十五」と、同条第四項中「職員が受けるべき俸給、専門スタッフ職調整手当及び扶養手当の月額並びにこれらに対する地域手当及び広域異動手当の月額並びに俸給及び扶養手当の月額に対する研究員調整手当の月額の合計額」とあるのは「生徒が受けるべき生徒手当の月額」とする。,「職員」を「一般職の職員」に変更している点が誤り。正しくは「職員」である。,2026_08_15,m,-,-,-
1249,1,上級,給与,防衛省の職員の給与等に関する法律,防衛省の職員の給与等に関する法律第二十七条の四第4項　前三項に規定する所得金額は、所得税法（昭和四十年法律第三十三号）第二十七条第二項に規定する事業所得の金額と同法第二十八条第二項に規定する給与所得の金額との合計額を同項に規定する給与所得の金額と仮定した場合において当該金額の計算の基礎となるべき同項に規定する給与等の収入金額に相当する金額とする。ただし、退職の翌年の途中から就業した若年定年退職者その他の政令で定める者については、その金額を基礎として政令で定めるところにより計算した金額とする。,防衛省の職員の給与等に関する法律第二十七条の四第4項　前三項に規定する所得金額は、所得税法（昭和四十年法律第三十三号）第二十七条第二項に規定する事業所得の金額と同法第二十八条第二項に規定する給与所得の金額との合計額を同項に規定する給与所得の金額と仮定した場合において当該金額の計算の基礎となるべき同項に規定する給与等の収入金額に相当する金額とする。ただし、退職の翌年の途中から就業した若年定年退職者その他の防衛省令で定める者については、その金額を基礎として政令で定めるところにより計算した金額とする。,「政令で定める」を「防衛省令で定める」に変更している点が誤り。正しくは「政令で定める」である。,2026_08_15,m,-,-,-
1269,2,上級,給与,防衛省の職員の給与等に関する法律,防衛省の職員の給与等に関する法律第二十七条の九第3項　行政手続法（平成五年法律第八十八号）第三章第二節（第二十八条を除く。）の規定は、前項の規定による意見の聴取について準用する。,防衛省の職員の給与等に関する法律第二十七条の九第3項　行政手続法（平成五年法律第八十八号）第三章第二節（第二十八条を除く。）の規定は、前項の規定による意見の聴取について適用しない。,「準用する」を「適用しない」に変更している点が誤り。正しくは「準用する」である。,2026_08_15,m,-,-,-
1289,3,上級,給与,防衛省の職員の給与等に関する法律,防衛省の職員の給与等に関する法律第二十七条の十二第2項　前項の規定による支払差止処分を受けた者は、行政不服審査法第十八条第一項本文に規定する期間が経過した後においては、当該支払差止処分後の事情の変化を理由に、支払差止処分を行つた給付金管理者に対し、その取消しを申し立てることができる。,防衛省の職員の給与等に関する法律第二十七条の十二第2項　前項の規定による支払差止処分を受けた者は、行政不服審査法第十八条第一項本文に規定する期間が経過した後においては、当該支払差止処分後の事情の変化を理由に、支払差止処分を行つた給付金管理者に対し、その取消しを申し立てることがしなければならない。,「できる」を「しなければならない」に変更している点が誤り。正しくは「できる」である。,2026_08_15,m,-,-,-
1309,2,中級,給与,防衛省の職員の給与等に関する法律,防衛省の職員の給与等に関する法律第二十七条の十四第2項　前項の規定による給付金の支給を受けるべき遺族の順位は、同項に規定する順序とする。,防衛省の一般職の職員の給与等に関する法律第二十七条の十四第2項　前項の規定による給付金の支給を受けるべき遺族の順位は、同項に規定する順序とする。,「職員」を「一般職の職員」に変更している点が誤り。正しくは「職員」である。,2026_08_15,m,-,-,-
1329,2,上級,給与,防衛省の職員の給与等に関する法律,防衛省の職員の給与等に関する法律第二十八条の二第5項　国家公務員退職手当法第七条第二項及び第四項の規定は、前項ただし書に規定する自衛官としての在職期間の計算について準用する。この場合において、同条第二項中「職員となつた日」とあるのは「学生又は生徒としての正規の課程を終了し、引き続いて自衛官に任用された日」と、「退職した日」とあるのは「事務官等となつた日又は退職した日」と、同条第四項中「前三項の規定による」とあるのは「防衛省の職員の給与等に関する法律第二十八条の二第五項において準用する第二項の規定による」と、「月数（国家公務員法第百八条の六第一項ただし書若しくは行政執行法人の労働関係に関する法律（昭和二十三年法律第二百五十七号）第七条第一項ただし書に規定する事由又はこれらに準ずる事由により現実に職務をとることを要しなかつた期間については、その月数）を前三項」とあるのは「月数を同項」と読み替えるものとする。,防衛省の職員の給与等に関する法律第二十八条の二第5項　国家公務員退職手当法第七条第二項及び第四項の規定は、前項ただし書に規定する自衛官としての在職期間の計算について適用しない。この場合において、同条第二項中「職員となつた日」とあるのは「学生又は生徒としての正規の課程を終了し、引き続いて自衛官に任用された日」と、「退職した日」とあるのは「事務官等となつた日又は退職した日」と、同条第四項中「前三項の規定による」とあるのは「防衛省の職員の給与等に関する法律第二十八条の二第五項において準用する第二項の規定による」と、「月数（国家公務員法第百八条の六第一項ただし書若しくは行政執行法人の労働関係に関する法律（昭和二十三年法律第二百五十七号）第七条第一項ただし書に規定する事由又はこれらに準ずる事由により現実に職務をとることを要しなかつた期間については、その月数）を前三項」とあるのは「月数を同項」と読み替えるものとする。,「準用する」を「適用しない」に変更している点が誤り。正しくは「準用する」である。,2026_08_15,m,-,-,-
1349,1,上級,給与,国家公務員退職手当法,国家公務員退職手当法第六条の四第1項　退職した者に対する退職手当の調整額は、その者の基礎在職期間（第五条の二第二項に規定する基礎在職期間をいう。以下同じ。）の初日の属する月からその者の基礎在職期間の末日の属する月までの各月（国家公務員法第七十九条の規定による休職（公務上の傷病による休職、通勤による傷病による休職、職員を政令で定める法人その他の団体の業務に従事させるための休職及び当該休職以外の休職であつて職員を当該職員の職務に密接な関連があると認められる学術研究その他の業務に従事させるためのもので当該業務への従事が公務の能率的な運営に特に資するものとして政令で定める要件を満たすものを除く。）、同法第八十二条の規定による停職その他これらに準ずる事由により現実に職務をとることを要しない期間のある月（現実に職務をとることを要する日のあつた月を除く。以下「休職月等」という。）のうち政令で定めるものを除く。）ごとに当該各月にその者が属していた次の各号に掲げる職員の区分に応じて当該各号に定める額（以下「調整月額」という。）のうちその額が最も多いものから順次その順位を付し、その第一順位から第六十順位までの調整月額（当該各月の月数が六十月に満たない場合には、当該各月の調整月額）を合計した額とする。一 第一号区分 九万五千四百円二 第二号区分 七万八千七百五十円三 第三号区分 七万四百円四 第四号区分 六万五千円五 第五号区分 五万九千五百五十円六 第六号区分 五万四千百五十円七 第七号区分 四万三千三百五十円八 第八号区分 三万二千五百円九 第九号区分 二万七千百円十 第十号区分 二万千七百円十一 第十一号区分 零２ 退職した者の基礎在職期間に第五条の二第二項第二号から第七号までに掲げる期間が含まれる場合における前項の規定の適用については、その者は、政令で定めるところにより、当該期間において職員として在職していたものとみなす。,国家公務員退職手当法第六条の四第1項　退職した者に対する退職手当の調整額は、その者の基礎在職期間（第五条の二第二項に規定する基礎在職期間をいう。以下同じ。）の初日の属する月からその者の基礎在職期間の末日の属する月までの各月（国家公務員法第七十九条の規定による休職（公務上の傷病による休職、通勤による傷病による休職、職員を政令で定める法人その他の団体の業務に従事させるための休職又は当該休職以外の休職であつて職員を当該職員の職務に密接な関連があると認められる学術研究その他の業務に従事させるためのもので当該業務への従事が公務の能率的な運営に特に資するものとして政令で定める要件を満たすものを除く。）、同法第八十二条の規定による停職その他これらに準ずる事由により現実に職務をとることを要しない期間のある月（現実に職務をとることを要する日のあつた月を除く。以下「休職月等」という。）のうち政令で定めるものを除く。）ごとに当該各月にその者が属していた次の各号に掲げる職員の区分に応じて当該各号に定める額（以下「調整月額」という。）のうちその額が最も多いものから順次その順位を付し、その第一順位から第六十順位までの調整月額（当該各月の月数が六十月に満たない場合には、当該各月の調整月額）を合計した額とする。一 第一号区分 九万五千四百円二 第二号区分 七万八千七百五十円三 第三号区分 七万四百円四 第四号区分 六万五千円五 第五号区分 五万九千五百五十円六 第六号区分 五万四千百五十円七 第七号区分 四万三千三百五十円八 第八号区分 三万二千五百円九 第九号区分 二万七千百円十 第十号区分 二万千七百円十一 第十一号区分 零２ 退職した者の基礎在職期間に第五条の二第二項第二号から第七号までに掲げる期間が含まれる場合における前項の規定の適用については、その者は、政令で定めるところにより、当該期間において職員として在職していたものとみなす。,「及び」を「又は」に変更している点が誤り。正しくは「及び」である。,2026_08_15,m,-,-,-
1369,3,上級,給与,国家公務員退職手当法,国家公務員退職手当法第八条の二第2項　３ 次に掲げる者以外の職員は、内閣官房令で定めるところにより、募集の期間中いつでも応募し、第八項第三号に規定する退職すべき期日が到来するまでの間いつでも応募の取下げを行うことができる。一 第二条第二項の規定により職員とみなされる者二 臨時的に任用される職員その他の法律により任期を定めて任用される者三 前項に規定する退職すべき期日又は同項に規定する退職すべき期間の末日が到来するまでに定年に達する者四 国家公務員法第八十二条の規定による懲戒処分（管理又は監督に係る職務を怠つた場合における処分で政令で定めるものを除く。）又はこれに準ずる処分を募集の開始の日において受けている者又は募集の期間中に受けた者４ 前項の規定による応募（以下この条において単に「応募」という。）又は応募の取下げは職員の自発的な意思に委ねられるものであつて、各省各庁の長等は職員に対しこれらを強制してはならない。,国家公務員退職手当法第八条の二第2項　３ 次に掲げる者以外の職員は、内閣官房令で定めるところにより、募集の期間中いつでも応募し、第八項第三号に規定する退職すべき期日が到来するまでの間いつでも応募の取下げを行うことができる。一 第二条第二項の規定により職員とみなされる者二 臨時的に任用される職員その他の法律により任期を定めて任用される者三 前項に規定する退職すべき期日及び同項に規定する退職すべき期間の末日が到来するまでに定年に達する者四 国家公務員法第八十二条の規定による懲戒処分（管理又は監督に係る職務を怠つた場合における処分で政令で定めるものを除く。）又はこれに準ずる処分を募集の開始の日において受けている者又は募集の期間中に受けた者４ 前項の規定による応募（以下この条において単に「応募」という。）又は応募の取下げは職員の自発的な意思に委ねられるものであつて、各省各庁の長等は職員に対しこれらを強制してはならない。,「又は」を「及び」に変更している点が誤り。正しくは「又は」である。,2026_08_15,m,-,-,-
1390,1,上級,給与,国家公務員退職手当法,国家公務員退職手当法第十三条第3項　３ 死亡による退職をした者の遺族（退職をした者（死亡による退職の場合には、その遺族）が当該退職に係る一般の退職手当等の額の支払を受ける前に死亡したことにより当該一般の退職手当等の額の支払を受ける権利を承継した者を含む。以下この項において同じ。）に対しまだ当該一般の退職手当等の額が支払われていない場合において、前項第二号に該当するときは、当該退職に係る退職手当管理機関は、当該遺族に対し、当該一般の退職手当等の額の支払を差し止める処分を行うことができる。,国家公務員退職手当法第十三条第3項　３ 死亡による退職をした者の遺族（退職をした者（死亡による退職の場合には、その遺族）が当該退職に係る一般の給与等の額の支払を受ける前に死亡したことにより当該一般の退職手当等の額の支払を受ける権利を承継した者を含む。以下この項において同じ。）に対しまだ当該一般の退職手当等の額が支払われていない場合において、前項第二号に該当するときは、当該退職に係る退職手当管理機関は、当該遺族に対し、当該一般の退職手当等の額の支払を差し止める処分を行うことができる。,「退職手当」を「給与」に変更している点が誤り。正しくは「退職手当」である。,2026_08_15,m,-,-,-
1410,1,上級,給与,国家公務員退職手当法,国家公務員退職手当法第十六条第2項　２ 第十二条第二項並びに前条第二項及び第四項の規定は、前項の規定による処分について準用する。,国家公務員退職手当法第十六条第2項　２ 第十二条第二項並びに前条第二項又は第四項の規定は、前項の規定による処分について準用する。,「及び」を「又は」に変更している点が誤り。正しくは「及び」である。,2026_08_15,m,-,-,-
1430,2,中級,給与,国家公務員退職手当法,国家公務員退職手当法第二十条第1項　職員が退職した場合（第十二条第一項各号のいずれかに該当する場合を除く。）において、その者が退職の日又はその翌日に再び職員となつたときは、この法律の規定による退職手当は、支給しない。,国家公務員退職手当法第二十条第1項　職員が退職した場合（第十二条第一項各号のいずれかに該当する場合を除く。）において、その者が退職の日又はその翌日に再び職員となつたときは、この法律の規定による退職手当は、支給する。,「支給しない」を「支給する」に変更している点が誤り。正しくは「支給しない」である。,2026_08_15,m,-,-,-
1450,1,中級,給与,所得税法,所得税法第30条第3項　前項に規定する退職所得控除額は、次の各号に掲げる場合の区分に応じ当該各号に定める金額とする。一　政令で定める勤続年数（以下この項及び第七項において「勤続年数」という。）が二十年以下である場合　四十万円に当該勤続年数を乗じて計算した金額二　勤続年数が二十年を超える場合　八百万円と七十万円に当該勤続年数から二十年を控除した年数を乗じて計算した金額との合計額,所得税法第30条第3項　前項に規定する給与所得控除額は、次の各号に掲げる場合の区分に応じ当該各号に定める金額とする。一　政令で定める勤続年数（以下この項及び第七項において「勤続年数」という。）が二十年以下である場合　四十万円に当該勤続年数を乗じて計算した金額二　勤続年数が二十年を超える場合　八百万円と七十万円に当該勤続年数から二十年を控除した年数を乗じて計算した金額との合計額,「退職所得」を「給与所得」に変更している点が誤り。正しくは「退職所得」である。,2026_08_15,m,-,-,-
1470,1,上級,給与,所得税法,所得税法第81条　居住者がひとり親である場合には、その者のその年分の総所得金額、退職所得金額又は山林所得金額から三十五万円を控除する。２　前項の規定による控除は、ひとり親控除という。（勤労学生控除）,所得税法第81条　非居住者がひとり親である場合には、その者のその年分の総所得金額、退職所得金額又は山林所得金額から三十五万円を控除する。２　前項の規定による控除は、ひとり親控除という。（勤労学生控除）,「居住者」を「非居住者」に変更している点が誤り。正しくは「居住者」である。,2026_08_15,m,-,-,-
1490,1,上級,給与,所得税法,所得税法第186条第2項　賞与の支払者がその支払を受ける居住者に対し前月中に支払つた又は支払うべき通常の給与等がある場合において、その賞与の金額が前月中に支払つた又は支払うべき通常の給与等の金額の十倍に相当する金額を超えるときは、当該賞与について第百八十三条第一項の規定により徴収すべき所得税の額は、次の各号に掲げる賞与の区分に応じ当該各号に定める税額とする。一　給与所得者の扶養控除等申告書を提出した居住者に対し、その提出の際に経由した給与等の支払者が支払う賞与　その賞与の金額の六分の一に相当する金額と当該通常の給与等の金額との合計額並びに給与所得者の扶養控除等申告書に記載された主たる給与等に係る源泉控除対象配偶者及び源泉控除対象親族の有無及びその数に応ずる別表第二の甲欄に掲げる税額と当該通常の給与等の金額並びに当該申告書に記載された主たる給与等に係る源泉控除対象配偶者及び源泉控除対象親族の有無及びその数に応ずる別表第二の甲欄に掲げる税額との差額に六を乗じて計算した金額に相当する税額二　前号に掲げる賞与以外の賞与　その賞与の金額の六分の一に相当する金額と当該通常の給与等の金額との合計額に応ずる別表第二の乙欄に掲げる税額と当該通常の給与等の金額に応ずる別表第二の乙欄に掲げる税額との差額に六を乗じて計算した金額に相当する税額,所得税法第186条第2項　賞与の支払者がその支払を受ける非居住者に対し前月中に支払つた又は支払うべき通常の給与等がある場合において、その賞与の金額が前月中に支払つた又は支払うべき通常の給与等の金額の十倍に相当する金額を超えるときは、当該賞与について第百八十三条第一項の規定により徴収すべき所得税の額は、次の各号に掲げる賞与の区分に応じ当該各号に定める税額とする。一　給与所得者の扶養控除等申告書を提出した居住者に対し、その提出の際に経由した給与等の支払者が支払う賞与　その賞与の金額の六分の一に相当する金額と当該通常の給与等の金額との合計額並びに給与所得者の扶養控除等申告書に記載された主たる給与等に係る源泉控除対象配偶者及び源泉控除対象親族の有無及びその数に応ずる別表第二の甲欄に掲げる税額と当該通常の給与等の金額並びに当該申告書に記載された主たる給与等に係る源泉控除対象配偶者及び源泉控除対象親族の有無及びその数に応ずる別表第二の甲欄に掲げる税額との差額に六を乗じて計算した金額に相当する税額二　前号に掲げる賞与以外の賞与　その賞与の金額の六分の一に相当する金額と当該通常の給与等の金額との合計額に応ずる別表第二の乙欄に掲げる税額と当該通常の給与等の金額に応ずる別表第二の乙欄に掲げる税額との差額に六を乗じて計算した金額に相当する税額,「居住者」を「非居住者」に変更している点が誤り。正しくは「居住者」である。,2026_08_15,m,-,-,-
1510,1,上級,給与,所得税法,所得税法第195条第6項　第一項又は第三項の規定による申告書は、従たる給与についての扶養控除等申告書という。（給与所得者の配偶者控除等申告書）,所得税法第195条第6項　第一項又は第三項の規定による申告書は、従たる給与についての扶養控除等申告書という。（事業所得者の配偶者控除等申告書）,「給与所得」を「事業所得」に変更している点が誤り。正しくは「給与所得」である。,2026_08_15,m,-,-,-
1530,1,中級,給与,所得税法,所得税法第226条第4項　第一項の給与等、第二項の退職手当等又は前項の公的年金等の支払をする者は、これらの規定による源泉徴収票の交付に代えて、政令で定めるところにより、当該給与等、退職手当等又は公的年金等の支払を受ける者の承諾を得て、当該源泉徴収票に記載すべき事項を電磁的方法により提供することができる。ただし、当該給与等、退職手当等又は公的年金等の支払を受ける者の請求があるときは、当該源泉徴収票を当該給与等、退職手当等又は公的年金等の支払を受ける者に交付しなければならない。,所得税法第226条第4項　第一項の給与等、第二項の退職手当等又は前項の公的年金等の支払をする者は、これらの規定による源泉徴収票の交付に代えて、政令で定めるところにより、当該給与等、退職手当等又は公的年金等の支払を受ける者の承諾を得て、当該源泉徴収票に記載すべき事項を電磁的方法により提供することができる。ただし、当該給与等、退職手当等又は公的年金等の支払を受ける者の請求があるときは、当該源泉徴収票を当該給与等、退職手当等又は公的年金等の支払を受ける者に交付することができる。,「しなければならない」を「することができる」に変更している点が誤り。正しくは「しなければならない」である。,2026_08_15,m,-,-,-
1551,1,上級,給与,防衛省の職員の給与等に関する法律施行令,防衛省の職員の給与等に関する法律施行令第六条の七第2項　２前項の規定は、自衛隊教官又は自衛官が一級下位の職務の級又は階級へ降格又は降任をした場合について適用し、自衛官が二級以上下位の階級へ降任をした場合については、一級下位の階級への降任が順次行われたものとして、同項の規定を適用する。,防衛省の職員の給与等に関する法律施行令第六条の七第2項　２前項の規定は、自衛隊教官又は自衛官が一級下位の職務の級又は階級へ降格又は昇任をした場合について適用し、自衛官が二級以上下位の階級へ降任をした場合については、一級下位の階級への降任が順次行われたものとして、同項の規定を適用する。,「降任」を「昇任」に変更している点が誤り。正しくは「降任」である。,2026_08_15,m,-,-,-
1571,1,上級,給与,防衛省の職員の給与等に関する法律施行令,防衛省の職員の給与等に関する法律施行令第八条の三第1項　第八条の三法第十一条の三第一項に規定する政令で指定する官職は、別表第三の上欄に掲げる組織の区分に応じそれぞれ同表の中欄に掲げる官職とする。,防衛省の職員の給与等に関する法律施行令第八条の三第1項　第八条の三法第十一条の三第二項に規定する政令で指定する官職は、別表第三の上欄に掲げる組織の区分に応じそれぞれ同表の中欄に掲げる官職とする。,「第一項」を「第二項」に変更している点が誤り。正しくは「第一項」である。,2026_08_15,m,-,-,-
1591,1,上級,給与,防衛省の職員の給与等に関する法律施行令,防衛省の職員の給与等に関する法律施行令第九条の二第3項　３法第十四条第二項において準用する一般職給与法第十一条の六第一項に規定する政令で定める移転は、まち・ひと・しごと創生法（平成二十六年法律第百三十六号）第八条に規定するまち・ひと・しごと創生総合戦略（次項において「創生総合戦略」という。）に基づく官署の移転とする。,防衛省の職員の給与等に関する法律施行令第九条の二第3項　３法第十四条第二項において準用する一般職給与法第十一条の六第二項に規定する政令で定める移転は、まち・ひと・しごと創生法（平成二十六年法律第百三十六号）第八条に規定するまち・ひと・しごと創生総合戦略（次項において「創生総合戦略」という。）に基づく官署の移転とする。,「第一項」を「第二項」に変更している点が誤り。正しくは「第一項」である。,2026_08_15,m,-,-,-
1611,1,上級,給与,防衛省の職員の給与等に関する法律施行令,防衛省の職員の給与等に関する法律施行令第十条の四第3項　３法第十四条第二項において準用する一般職給与法第十七条に規定する政令で定める割合については、一般職に属する国家公務員の例による。,防衛省の職員の給与等に関する法律施行令第十条の四第3項　３法第十四条第二項において準用する一般職給与法第十七条に規定する政令で定める割合については、防衛大臣の定めるところによる。,「一般職に属する国家公務員の例による」を「防衛大臣の定めるところによる」に変更している点が誤り。正しくは「一般職に属する国家公務員の例による」である。,2026_08_15,m,-,-,-
1631,1,上級,給与,防衛省の職員の給与等に関する法律施行令,防衛省の職員の給与等に関する法律施行令第十二条の三第3項　３乗組員の乗り組んでいる艦船が同一の日において二以上の航海を行つた場合における航海手当の日額は、それぞれの航海に係る第一項ただし書、同項各号又は前項による日額のうち、最も多い額とする。,防衛省の職員の給与等に関する法律施行令第十二条の三第3項　３乗組員の乗り組んでいる艦船が同一の日において二以上の航海を行つた場合における航空手当の日額は、それぞれの航海に係る第一項ただし書、同項各号又は前項による日額のうち、最も多い額とする。,「航海手当」を「航空手当」に変更している点が誤り。正しくは「航海手当」である。,2026_08_15,m,-,-,-
1651,1,上級,給与,防衛省の職員の給与等に関する法律施行令,防衛省の職員の給与等に関する法律施行令第十七条の十の二第6項　６第四項の適用を受ける自衛官候補生以外の自衛官候補生であつて、同項に規定する第二種初任給調整手当を支給される者との権衡上必要があるものとして防衛大臣の定めるものには、防衛大臣の定めるところにより、前二項の規定に準じて、第二種初任給調整手当を支給する。,防衛省の職員の給与等に関する法律施行令第十七条の十の二第6項　６第四項の適用を受ける自衛官候補生以外の自衛官候補生であつて、同項に規定する第二種初任給調整手当を支給される者との権衡上必要があるものとして防衛大臣の定めるものには、防衛大臣の定めるところにより、前二項の規定に準じて、第二種初任給調整手当を支給しない。,「支給する」を「支給しない」に変更している点が誤り。正しくは「支給する」である。,2026_08_15,m,-,-,-
1671,1,中級,給与,防衛省の職員の給与等に関する法律施行令,防衛省の職員の給与等に関する法律施行令第十八条の二第2項　２前条第二項から第六項までの規定は、生徒手当の支給について準用する。この場合において、同条第四項中「防衛大学校又は防衛医科大学校の長」とあるのは、「陸上自衛隊高等工科学校の校長」と読み替えるものとする。,防衛省の職員の給与等に関する法律施行令第十八条の二第2項　２前条第二項から第六項までの規定は、学生手当の支給について準用する。この場合において、同条第四項中「防衛大学校又は防衛医科大学校の長」とあるのは、「陸上自衛隊高等工科学校の校長」と読み替えるものとする。,「生徒手当」を「学生手当」に変更している点が誤り。正しくは「生徒手当」である。,2026_08_15,m,-,-,-
1691,1,初級,給与,寒冷地手当支給規則,寒冷地手当支給規則第2条　第二条　法第二条第一項の表の「世帯主である職員」とは、主としてその収入によつて世帯の生計を支えている職員で次に掲げるものをいう。 一　扶養親族（職員の配偶者（届出をしないが事実上婚姻関係と同様の事情にある者を含む。）で他に生計の途がなく主として当該職員の扶養を受けているもの及び一般職の職員の給与に関する法律（昭和二十五年法律第九十五号。以下「一般職給与法」という。）第十一条第二項に規定する扶養親族をいう。以下同じ。）を有する者 二　扶養親族を有しないが、居住のため、一戸を構えている者又は下宿、寮等の一部屋を専用している者,寒冷地手当支給規則第2条　第二条　法第二条第一項の表の「世帯主である職員」とは、専らその収入によつて世帯の生計を支えている職員で次に掲げるものをいう。 一　扶養親族（職員の配偶者（届出をしないが事実上婚姻関係と同様の事情にある者を含む。）で他に生計の途がなく主として当該職員の扶養を受けているもの及び一般職の職員の給与に関する法律（昭和二十五年法律第九十五号。以下「一般職給与法」という。）第十一条第二項に規定する扶養親族をいう。以下同じ。）を有する者 二　扶養親族を有しないが、居住のため、一戸を構えている者又は下宿、寮等の一部屋を専用している者,「主としてその収入によつて」を「専らその収入によつて」に変更している点が誤り。正しくは「主としてその収入によつて」である。,2026_08_15,m,-,-,-
1712,1,上級,給与,防衛省の職員に対する寒冷地手当支給規則,防衛省の職員に対する寒冷地手当支給規則第9条第3項　３　基準日から引き続いて第七条各号に掲げる職員のいずれかに該当している支給対象職員が、支給日（防衛省の職員の給与等に関する法律第十一条第一項ただし書の規定により俸給を支給する場合にあつては、当該基準日の属する月における先の支給日）後に復職等をした場合には、当該基準日に係る寒冷地手当をその際支給する。,防衛省の職員に対する寒冷地手当支給規則第9条第3項　３　基準日から引き続いて第七条各号に掲げる職員のいずれかに該当している支給対象職員が、支給日（防衛省の職員の給与等に関する法律第十一条第一項ただし書の規定により俸給を支給する場合にあつては、当該基準日の属する月における後の支給日）後に復職等をした場合には、当該基準日に係る寒冷地手当をその際支給する。,「先の支給日」を「後の支給日」に変更している点が誤り。正しくは「先の支給日」である。,2026_08_15,m,-,-,-
1732,1,初級,給与,防衛省職員給与簿等規則,防衛省職員給与簿等規則第1条　防衛省の職員（一般職に属する職員、予備自衛官、即応予備自衛官、予備自衛官補、防衛大学校又は防衛医科大学校の学生（防衛省の職員の給与等に関する法律（昭和27年法律第266号）第４条第１項の学生をいう。）、生徒（同項の生徒をいう。）及び非常勤の者を除く。以下「職員」という。）の給与は、この訓令の定めるところにより、給与簿を作成して支払わなければならない。,防衛省職員給与簿等規則第1条　防衛省の職員（一般職に属する職員、予備自衛官、即応予備自衛官、予備自衛官補、防衛大学校又は防衛医科大学校の学生（防衛省の職員の給与等に関する法律（昭和27年法律第266号）第４条第１項の学生をいう。）、生徒（同項の生徒をいう。）及び非常勤の者を除く。以下「職員」という。）の給与は、この訓令の定めるところにより、給与簿を作成して支払うことができる。,「給与簿を作成して支払わなければならない」を「給与簿を作成して支払うことができる」に変更している点が誤り。正しくは「給与簿を作成して支払わなければならない」である。,2026_08_15,m,-,-,-
1752,3,上級,給与,防衛省職員給与簿等規則,防衛省職員給与簿等規則第17条　この訓令に定めるもののほか、給与簿、出勤簿、給与支給明細書及び自衛官任用一時金管理簿の様式その他細部に関し必要な事項は、陸上幕僚長、海上幕僚長又は航空幕僚長が定める。,防衛省職員給与簿等規則第17条　この訓令に定めるもののほか、給与簿、出勤簿、給与支給明細書及び自衛官任用一時金管理簿の様式その他細部に関し必要な事項は、防衛事務次官が定める。,「陸上幕僚長、海上幕僚長又は航空幕僚長」を「防衛事務次官」に変更している点が誤り。正しくは「陸上幕僚長、海上幕僚長又は航空幕僚長」である。,2026_08_15,m,-,-,-
